File,Line,Reference,Role,FormScope,Phase2Action
sql/API/APINEW/API_DanhSachBangCap.sql,45,UPDATE SY_FormatFields SET CaptionVN = N'Mã bằng cấp' WHERE FormName = 'WA_BangCapListFrm' AND FieldName = 'MaBangCap';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachBangCap.sql,46,UPDATE SY_FormatFields SET CaptionVN = N'Tên bằng cấp' WHERE FormName = 'WA_EducationListFrm' AND FieldName = 'TenBangCap';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachBenhVien.sql,48,UPDATE SY_FormatFields SET CaptionVN = N'Số thứ tự' WHERE FormName = 'WA_HospitalListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachBenhVien.sql,49,UPDATE SY_FormatFields SET CaptionVN = N'Tên bệnh viện' WHERE FormName = 'WA_HospitalListFrm' AND FieldName = 'HospitalName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachBenhVien.sql,50,UPDATE SY_FormatFields SET CaptionVN = N'Địa chỉ' WHERE FormName = 'WA_HospitalListFrm' AND FieldName = 'Address';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachBenhVien.sql,51,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chú' WHERE FormName = 'WA_HospitalListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCaLamViec.sql,62,UPDATE SY_FormatFields SET CaptionVN = N'Số thứ tự' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCaLamViec.sql,63,UPDATE SY_FormatFields SET CaptionVN = N'Mã ca' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'ShiftID';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCaLamViec.sql,64,UPDATE SY_FormatFields SET CaptionVN = N'Tên ca' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'ShiftName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCaLamViec.sql,65,UPDATE SY_FormatFields SET CaptionVN = N'Giờ bắt đầu' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'GioBatDau';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCaLamViec.sql,66,UPDATE SY_FormatFields SET CaptionVN = N'Giờ kết thúc' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'GioKetThuc';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCaLamViec.sql,67,UPDATE SY_FormatFields SET CaptionVN = N'Số giờ công' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'SoGioCong';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCaLamViec.sql,68,UPDATE SY_FormatFields SET CaptionVN = N'Giờ ca đêm' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'GioCaDem';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCaLamViec.sql,69,UPDATE SY_FormatFields SET CaptionVN = N'Ca tự động' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'CaTuDong';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCaLamViec.sql,70,UPDATE SY_FormatFields SET CaptionVN = N'Loại ca' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'ShiftType';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCaLamViec.sql,71,UPDATE SY_FormatFields SET CaptionVN = N'Cách chấm công' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'CachChamCong';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCaLamViec.sql,72,UPDATE SY_FormatFields SET CaptionVN = N'Màu sắc' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'Color';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCaLamViec.sql,73,UPDATE SY_FormatFields SET CaptionVN = N'Số công' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'SoCong';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachChiNhanh.sql,47,UPDATE SY_FormatFields SET CaptionVN = N'Mã chi nhánh' WHERE FormName = 'CF_BranchListFrm' AND FieldName = 'BranchID';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachChiNhanh.sql,48,UPDATE SY_FormatFields SET CaptionVN = N'Tên chi nhánh' WHERE FormName = 'CF_BranchListFrm' AND FieldName = 'BranchName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCongViec.sql,53,UPDATE SY_FormatFields SET CaptionVN = N'Số thứ tự' WHERE FormName = 'WA_JobListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCongViec.sql,54,UPDATE SY_FormatFields SET CaptionVN = N'Tên công việc' WHERE FormName = 'WA_JobListFrm' AND FieldName = 'JobName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachCongViec.sql,55,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chú' WHERE FormName = 'WA_JobListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachDanToc.sql,51,UPDATE SY_FormatFields SET CaptionVN = N'Số thứ tự' WHERE FormName = 'WA_PeopleListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachDanToc.sql,52,UPDATE SY_FormatFields SET CaptionVN = N'Tên dân tộc' WHERE FormName = 'WA_PeopleListFrm' AND FieldName = 'PeoplesName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachDanToc.sql,53,UPDATE SY_FormatFields SET CaptionVN = N'Tên khác' WHERE FormName = 'WA_PeopleListFrm' AND FieldName = 'PeoplesName2';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachDanToc.sql,54,UPDATE SY_FormatFields SET CaptionVN = N'Địa bàn cư trú' WHERE FormName = 'WA_PeopleListFrm' AND FieldName = 'PeoplesPlace';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachDanToc.sql,55,UPDATE SY_FormatFields SET CaptionVN = N'Mặc định' WHERE FormName = 'WA_PeopleListFrm' AND FieldName = 'isDefault';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachDanToc.sql,56,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chú' WHERE FormName = 'WA_PeopleListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachHinhThucNghi.sql,46,UPDATE SY_FormatFields SET CaptionVN = N'Mã hình thức nghỉ' WHERE FormName = 'WA_HinhThucNghiListFrm' AND FieldName = 'HinhThucNghi';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachHinhThucNghi.sql,47,UPDATE SY_FormatFields SET CaptionVN = N'Tên hình thức nghỉ' WHERE FormName = 'WA_HinhThucNghiListFrm' AND FieldName = 'TenHinhThucNghi';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachHinhThucNghi.sql,48,UPDATE SY_FormatFields SET CaptionVN = N'Có hưởng lương' WHERE FormName = 'WA_HinhThucNghiListFrm' AND FieldName = 'NghiCoLuong';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachHocVan.sql,45,UPDATE SY_FormatFields SET CaptionVN = N'Trình độ học vấn' WHERE FormName = 'WA_BangCapListFrm' AND FieldName = 'EducationName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachHocVan.sql,46,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chú' WHERE FormName = 'WA_BangCapListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachNganHang.sql,48,UPDATE SY_FormatFields SET CaptionVN = N'Số thứ tự' WHERE FormName = 'WA_BankListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachNganHang.sql,49,UPDATE SY_FormatFields SET CaptionVN = N'Tên ngân hàng' WHERE FormName = 'WA_BankListFrm' AND FieldName = 'BankName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachNganHang.sql,50,UPDATE SY_FormatFields SET CaptionVN = N'Địa chỉ chi nhánh' WHERE FormName = 'WA_BankListFrm' AND FieldName = 'Address';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachNganHang.sql,51,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chú' WHERE FormName = 'WA_BankListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachNgheNghiep.sql,46,UPDATE SY_FormatFields SET CaptionVN = N'Số thứ tự' WHERE FormName = 'WA_CareerlListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachNgheNghiep.sql,47,UPDATE SY_FormatFields SET CaptionVN = N'Ngành nghề / Nghề nghiệp' WHERE FormName = 'WA_CareerlListFrm' AND FieldName = 'CareerName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachNgheNghiep.sql,48,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chú' WHERE FormName = 'WA_CareerlListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachQuocGia.sql,47,UPDATE SY_FormatFields SET CaptionVN = N'Số thứ tự' WHERE FormName = 'WA_NationListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachQuocGia.sql,48,UPDATE SY_FormatFields SET CaptionVN = N'Tên quốc gia' WHERE FormName = 'WA_NationListFrm' AND FieldName = 'NationName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachQuocGia.sql,49,UPDATE SY_FormatFields SET CaptionVN = N'Mặc định' WHERE FormName = 'WA_NationListFrm' AND FieldName = 'isDefault';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachQuocGia.sql,50,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chú' WHERE FormName = 'WA_NationListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachTinhThanh.sql,48,UPDATE SY_FormatFields SET CaptionVN = N'Số thứ tự' WHERE FormName = 'WA_ProvinceListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachTinhThanh.sql,49,UPDATE SY_FormatFields SET CaptionVN = N'Tên tỉnh / thành' WHERE FormName = 'WA_ProvinceListFrm' AND FieldName = 'ProvineName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachTinhThanh.sql,50,UPDATE SY_FormatFields SET CaptionVN = N'Quận / huyện / TX' WHERE FormName = 'WA_ProvinceListFrm' AND FieldName = 'TownShip';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachTinhThanh.sql,51,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chú' WHERE FormName = 'WA_ProvinceListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachTonGiao.sql,46,UPDATE SY_FormatFields SET CaptionVN = N'Số thứ tự' WHERE FormName = 'WA_ReligionListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachTonGiao.sql,47,UPDATE SY_FormatFields SET CaptionVN = N'Tên tôn giáo' WHERE FormName = 'WA_ReligionListFrm' AND FieldName = 'ReligionName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/APINEW/API_DanhSachTonGiao.sql,48,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chú' WHERE FormName = 'WA_ReligionListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,1956,UPDATE SY_FormatFields SET CaptionVN = N'MÃ£ báº±ng cáº¥p' WHERE FormName = 'WA_BangCapListFrm' AND FieldName = 'MaBangCap';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,1957,UPDATE SY_FormatFields SET CaptionVN = N'TÃªn báº±ng cáº¥p' WHERE FormName = 'WA_EducationListFrm' AND FieldName = 'TenBangCap';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2009,UPDATE SY_FormatFields SET CaptionVN = N'Sá»‘ thá»© tá»±' WHERE FormName = 'WA_HospitalListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2010,UPDATE SY_FormatFields SET CaptionVN = N'TÃªn bá»‡nh viá»‡n' WHERE FormName = 'WA_HospitalListFrm' AND FieldName = 'HospitalName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2011,UPDATE SY_FormatFields SET CaptionVN = N'Äá»‹a chá»‰' WHERE FormName = 'WA_HospitalListFrm' AND FieldName = 'Address';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2012,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chÃº' WHERE FormName = 'WA_HospitalListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2105,UPDATE SY_FormatFields SET CaptionVN = N'Sá»‘ thá»© tá»±' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2106,UPDATE SY_FormatFields SET CaptionVN = N'MÃ£ ca' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'ShiftID';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2107,UPDATE SY_FormatFields SET CaptionVN = N'TÃªn ca' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'ShiftName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2108,UPDATE SY_FormatFields SET CaptionVN = N'Giá» báº¯t Ä‘áº§u' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'GioBatDau';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2109,UPDATE SY_FormatFields SET CaptionVN = N'Giá» káº¿t thÃºc' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'GioKetThuc';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2110,UPDATE SY_FormatFields SET CaptionVN = N'Sá»‘ giá» cÃ´ng' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'SoGioCong';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2111,UPDATE SY_FormatFields SET CaptionVN = N'Giá» ca Ä‘Ãªm' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'GioCaDem';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2112,UPDATE SY_FormatFields SET CaptionVN = N'Ca tá»± Ä‘á»™ng' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'CaTuDong';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2113,UPDATE SY_FormatFields SET CaptionVN = N'Loáº¡i ca' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'ShiftType';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2114,UPDATE SY_FormatFields SET CaptionVN = N'CÃ¡ch cháº¥m cÃ´ng' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'CachChamCong';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2115,UPDATE SY_FormatFields SET CaptionVN = N'MÃ u sáº¯c' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'Color';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2116,UPDATE SY_FormatFields SET CaptionVN = N'Sá»‘ cÃ´ng' WHERE FormName = 'WA_ShiftListFrm' AND FieldName = 'SoCong';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2231,UPDATE SY_FormatFields SET CaptionVN = N'MÃ£ chi nhÃ¡nh' WHERE FormName = 'CF_BranchListFrm' AND FieldName = 'BranchID';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2232,UPDATE SY_FormatFields SET CaptionVN = N'TÃªn chi nhÃ¡nh' WHERE FormName = 'CF_BranchListFrm' AND FieldName = 'BranchName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2353,UPDATE SY_FormatFields SET CaptionVN = N'Sá»‘ thá»© tá»±' WHERE FormName = 'WA_JobListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2354,UPDATE SY_FormatFields SET CaptionVN = N'TÃªn cÃ´ng viá»‡c' WHERE FormName = 'WA_JobListFrm' AND FieldName = 'JobName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2355,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chÃº' WHERE FormName = 'WA_JobListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2410,UPDATE SY_FormatFields SET CaptionVN = N'Sá»‘ thá»© tá»±' WHERE FormName = 'WA_PeopleListFrm' AND FieldName = 'STT';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2411,UPDATE SY_FormatFields SET CaptionVN = N'TÃªn dÃ¢n tá»™c' WHERE FormName = 'WA_PeopleListFrm' AND FieldName = 'PeoplesName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2412,UPDATE SY_FormatFields SET CaptionVN = N'TÃªn khÃ¡c' WHERE FormName = 'WA_PeopleListFrm' AND FieldName = 'PeoplesName2';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2413,UPDATE SY_FormatFields SET CaptionVN = N'Äá»‹a bÃ n cÆ° trÃº' WHERE FormName = 'WA_PeopleListFrm' AND FieldName = 'PeoplesPlace';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2414,UPDATE SY_FormatFields SET CaptionVN = N'Máº·c Ä‘á»‹nh' WHERE FormName = 'WA_PeopleListFrm' AND FieldName = 'isDefault';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2415,UPDATE SY_FormatFields SET CaptionVN = N'Ghi chÃº' WHERE FormName = 'WA_PeopleListFrm' AND FieldName = 'GhiChu';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2465,UPDATE SY_FormatFields SET CaptionVN = N'MÃ£ hÃ¬nh thá»©c nghá»‰' WHERE FormName = 'WA_HinhThucNghiListFrm' AND FieldName = 'HinhThucNghi';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2466,UPDATE SY_FormatFields SET CaptionVN = N'TÃªn hÃ¬nh thá»©c nghá»‰' WHERE FormName = 'WA_HinhThucNghiListFrm' AND FieldName = 'TenHinhThucNghi';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2467,UPDATE SY_FormatFields SET CaptionVN = N'CÃ³ hÆ°á»Ÿng lÆ°Æ¡ng' WHERE FormName = 'WA_HinhThucNghiListFrm' AND FieldName = 'NghiCoLuong';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
sql/API/Combined_API.sql,2516,UPDATE SY_FormatFields SET CaptionVN = N'TrÃ¬nh Ä‘á»™ há»c váº¥n' WHERE FormName = 'WA_BangCapListFrm' AND FieldName = 'EducationName';,MIGRATION,GLOBAL_OR_OTHER,KEEP_WITH_COMPATIBILITY
